date_key,full_date,brand_key,market_key,units,revenue_eur,margin_eur,avg_price_eur,discount_rate,month_start_key
20240104,2024-01-04,1,1,207,16128.08,9354.29,78.0,0.0996,20240101
20240104,2024-01-04,1,2,213,16606.47,9631.75,78.0,0.0895,20240101
20240104,2024-01-04,1,3,257,20051.36,11629.79,78.0,0.0993,20240101
20240104,2024-01-04,1,4,213,16627.87,9644.16,78.0,0.0959,20240101
20240104,2024-01-04,2,1,265,11117.5,5558.75,42.0,0.1204,20240101
20240104,2024-01-04,2,2,298,12506.55,6253.28,42.0,0.1117,20240101
20240104,2024-01-04,2,3,310,13025.13,6512.56,42.0,0.1601,20240101
20240104,2024-01-04,2,4,232,9751.01,4875.51,42.0,0.1001,20240101
20240104,2024-01-04,3,1,189,14705.85,8529.39,78.0,0.0872,20240101
20240104,2024-01-04,3,2,226,17638.49,10230.32,78.0,0.0734,20240101
20240104,2024-01-04,3,3,257,20032.53,11618.87,78.0,0.067,20240101
20240104,2024-01-04,3,4,181,14142.68,8202.75,78.0,0.096,20240101
20240104,2024-01-04,4,1,253,10618.98,5309.49,42.0,0.1168,20240101
20240104,2024-01-04,4,2,271,11383.37,5691.68,42.0,0.1123,20240101
20240104,2024-01-04,4,3,329,13805.47,6902.74,42.0,0.1339,20240101
20240104,2024-01-04,4,4,251,10550.6,5275.3,42.0,0.1176,20240101
20240104,2024-01-04,5,1,194,15104.8,8760.79,78.0,0.0889,20240101
20240104,2024-01-04,5,2,219,17061.6,9895.73,78.0,0.0915,20240101
20240104,2024-01-04,5,3,304,23710.23,13751.93,78.0,0.0883,20240101
20240104,2024-01-04,5,4,182,14166.37,8216.5,78.0,0.0792,20240101
20240104,2024-01-04,6,1,260,6251.0,2625.42,24.0,0.1528,20240101
20240104,2024-01-04,6,2,253,6081.58,2554.26,24.0,0.1886,20240101
20240104,2024-01-04,6,3,363,8721.78,3663.15,24.0,0.1724,20240101
20240104,2024-01-04,6,4,277,6646.53,2791.54,24.0,0.1982,20240101
20240104,2024-01-04,7,1,171,13362.84,7750.45,78.0,0.0781,20240101
20240104,2024-01-04,7,2,206,16040.59,9303.54,78.0,0.0969,20240101
20240104,2024-01-04,7,3,272,21182.26,12285.71,78.0,0.0799,20240101
20240104,2024-01-04,7,4,199,15531.32,9008.16,78.0,0.063,20240101
20240104,2024-01-04,8,1,255,6109.42,2565.96,24.0,0.1934,20240101
20240104,2024-01-04,8,2,296,7114.51,2988.09,24.0,0.1685,20240101
20240104,2024-01-04,8,3,370,8874.42,3727.26,24.0,0.186,20240101
20240104,2024-01-04,8,4,271,6514.73,2736.19,24.0,0.1818,20240101
20240105,2024-01-05,1,1,201,15700.19,9106.11,78.0,0.0743,20240101
20240105,2024-01-05,1,2,206,16042.77,9304.81,78.0,0.0891,20240101
20240105,2024-01-05,1,3,290,22652.71,13138.57,78.0,0.0567,20240101
20240105,2024-01-05,1,4,174,13537.74,7851.89,78.0,0.0791,20240101
20240105,2024-01-05,2,1,244,10238.78,5119.39,42.0,0.1262,20240101
20240105,2024-01-05,2,2,280,11757.39,5878.7,42.0,0.1349,20240101
20240105,2024-01-05,2,3,323,13581.0,6790.5,42.0,0.1486,20240101
20240105,2024-01-05,2,4,241,10130.72,5065.36,42.0,0.1354,20240101
20240105,2024-01-05,3,1,184,14364.66,8331.5,78.0,0.1163,20240101
20240105,2024-01-05,3,2,204,15946.28,9248.84,78.0,0.0685,20240101
20240105,2024-01-05,3,3,257,20071.26,11641.33,78.0,0.0978,20240101
20240105,2024-01-05,3,4,188,14698.26,8524.99,78.0,0.085,20240101
20240105,2024-01-05,4,1,237,9948.73,4974.36,42.0,0.1128,20240101
20240105,2024-01-05,4,2,289,12141.04,6070.52,42.0,0.1232,20240101
20240105,2024-01-05,4,3,318,13340.93,6670.46,42.0,0.1243,20240101
20240105,2024-01-05,4,4,227,9553.19,4776.59,42.0,0.0987,20240101
20240105,2024-01-05,5,1,202,15731.92,9124.51,78.0,0.0707,20240101
20240105,2024-01-05,5,2,219,17075.68,9903.89,78.0,0.0686,20240101
20240105,2024-01-05,5,3,276,21538.37,12492.25,78.0,0.0667,20240101
20240105,2024-01-05,5,4,173,13461.26,7807.53,78.0,0.0717,20240101
20240105,2024-01-05,6,1,282,6763.24,2840.56,24.0,0.1717,20240101
20240105,2024-01-05,6,2,319,7661.92,3218.01,24.0,0.1917,20240101
20240105,2024-01-05,6,3,364,8735.83,3669.05,24.0,0.1905,20240101
20240105,2024-01-05,6,4,259,6208.13,2607.42,24.0,0.1707,20240101
20240105,2024-01-05,7,1,183,14237.16,8257.56,78.0,0.0885,20240101
20240105,2024-01-05,7,2,199,15535.81,9010.77,78.0,0.0952,20240101
20240105,2024-01-05,7,3,257,20064.36,11637.33,78.0,0.0907,20240101
20240105,2024-01-05,7,4,181,14125.89,8193.01,78.0,0.1101,20240101
20240105,2024-01-05,8,1,276,6634.17,2786.35,24.0,0.1736,20240101
20240105,2024-01-05,8,2,296,7100.53,2982.22,24.0,0.1691,20240101
20240105,2024-01-05,8,3,381,9146.12,3841.37,24.0,0.1869,20240101
20240105,2024-01-05,8,4,294,7058.67,2964.64,24.0,0.1738,20240101
20240106,2024-01-06,1,1,178,13894.43,8058.77,78.0,0.1008,20240101
20240106,2024-01-06,1,2,219,17113.94,9926.09,78.0,0.0741,20240101
20240106,2024-01-06,1,3,250,19533.6,11329.49,78.0,0.0773,20240101
20240106,2024-01-06,1,4,201,15682.97,9096.12,78.0,0.0955,20240101
20240106,2024-01-06,2,1,243,10186.92,5093.46,42.0,0.1407,20240101
20240106,2024-01-06,2,2,267,11231.28,5615.64,42.0,0.1393,20240101
20240106,2024-01-06,2,3,307,12914.84,6457.42,42.0,0.1199,20240101
20240106,2024-01-06,2,4,243,10223.06,5111.53,42.0,0.0994,20240101
20240106,2024-01-06,3,1,184,14323.15,8307.43,78.0,0.0723,20240101
20240106,2024-01-06,3,2,192,15002.89,8701.68,78.0,0.0943,20240101
20240106,2024-01-06,3,3,274,21367.35,12393.06,78.0,0.0581,20240101
20240106,2024-01-06,3,4,197,15365.3,8911.87,78.0,0.0754,20240101
20240106,2024-01-06,4,1,239,10030.41,5015.21,42.0,0.082,20240101
20240106,2024-01-06,4,2,259,10888.8,5444.4,42.0,0.1238,20240101
20240106,2024-01-06,4,3,323,13548.38,6774.19,42.0,0.0947,20240101
20240106,2024-01-06,4,4,219,9204.76,4602.38,42.0,0.1055,20240101
20240106,2024-01-06,5,1,197,15377.6,8919.01,78.0,0.0825,20240101
20240106,2024-01-06,5,2,202,15744.04,9131.54,78.0,0.0928,20240101
20240106,2024-01-06,5,3,276,21492.35,12465.56,78.0,0.0799,20240101
20240106,2024-01-06,5,4,189,14739.07,8548.66,78.0,0.0545,20240101
20240106,2024-01-06,6,1,279,6685.13,2807.75,24.0,0.182,20240101
20240106,2024-01-06,6,2,289,6947.25,2917.85,24.0,0.1679,20240101
20240106,2024-01-06,6,3,378,9081.08,3814.05,24.0,0.1802,20240101
20240106,2024-01-06,6,4,275,6596.6,2770.57,24.0,0.1706,20240101
20240106,2024-01-06,7,1,177,13815.59,8013.04,78.0,0.0579,20240101
20240106,2024-01-06,7,2,241,18803.98,10906.31,78.0,0.0715,20240101
20240106,2024-01-06,7,3,265,20697.8,12004.73,78.0,0.0843,20240101
20240106,2024-01-06,7,4,183,14290.74,8288.63,78.0,0.0825,20240101
20240106,2024-01-06,8,1,264,6339.12,2662.43,24.0,0.1755,20240101
20240106,2024-01-06,8,2,323,7759.01,3258.79,24.0,0.184,20240101
20240106,2024-01-06,8,3,400,9602.93,4033.23,24.0,0.2017,20240101
20240106,2024-01-06,8,4,255,6114.0,2567.88,24.0,0.1825,20240101
20240107,2024-01-07,1,1,180,14033.88,8139.65,78.0,0.0865,20240101
20240107,2024-01-07,1,2,209,16310.53,9460.11,78.0,0.0749,20240101
20240107,2024-01-07,1,3,240,18728.55,10862.56,78.0,0.0813,20240101
20240107,2024-01-07,1,4,200,15562.64,9026.33,78.0,0.0773,20240101
20240107,2024-01-07,2,1,202,8495.1,4247.55,42.0,0.1052,20240101
20240107,2024-01-07,2,2,294,12350.01,6175.01,42.0,0.1083,20240101
20240107,2024-01-07,2,3,338,14189.71,7094.86,42.0,0.1332,20240101
20240107,2024-01-07,2,4,250,10496.61,5248.3,42.0,0.1178,20240101
20240107,2024-01-07,3,1,209,16337.99,9476.04,78.0,0.0738,20240101
20240107,2024-01-07,3,2,225,17584.31,10198.9,78.0,0.0796,20240101
20240107,2024-01-07,3,3,246,19184.49,11127.0,78.0,0.0965,20240101
20240107,2024-01-07,3,4,177,13793.33,8000.13,78.0,0.0659,20240101
20240107,2024-01-07,4,1,228,9564.16,4782.08,42.0,0.116,20240101
20240107,2024-01-07,4,2,263,11036.78,5518.39,42.0,0.1083,20240101
20240107,2024-01-07,4,3,345,14506.07,7253.04,42.0,0.1057,20240101
20240107,2024-01-07,4,4,243,10211.58,5105.79,42.0,0.1476,20240101
20240107,2024-01-07,5,1,197,15341.87,8898.29,78.0,0.0898,20240101
20240107,2024-01-07,5,2,194,15155.44,8790.15,78.0,0.0881,20240101
20240107,2024-01-07,5,3,245,19135.57,11098.63,78.0,0.1083,20240101
20240107,2024-01-07,5,4,197,15356.23,8906.61,78.0,0.0814,20240101
20240107,2024-01-07,6,1,288,6903.54,2899.49,24.0,0.1475,20240101
20240107,2024-01-07,6,2,270,6486.59,2724.37,24.0,0.2246,20240101
20240107,2024-01-07,6,3,339,8140.33,3418.94,24.0,0.1853,20240101
20240107,2024-01-07,6,4,296,7101.72,2982.72,24.0,0.1686,20240101
20240107,2024-01-07,7,1,174,13577.5,7874.95,78.0,0.089,20240101
20240107,2024-01-07,7,2,230,17918.98,10393.01,78.0,0.063,20240101
20240107,2024-01-07,7,3,283,22079.17,12805.92,78.0,0.0775,20240101
20240107,2024-01-07,7,4,180,14004.35,8122.52,78.0,0.0947,20240101
20240107,2024-01-07,8,1,268,6425.79,2698.83,24.0,0.1894,20240101
20240107,2024-01-07,8,2,281,6740.96,2831.2,24.0,0.1903,20240101
20240107,2024-01-07,8,3,350,8403.04,3529.28,24.0,0.1623,20240101
20240107,2024-01-07,8,4,301,7219.04,3032.0,24.0,0.1909,20240101
20240108,2024-01-08,1,1,216,16817.87,9754.36,78.0,0.06,20240101
20240108,2024-01-08,1,2,248,19318.26,11204.59,78.0,0.0695,20240101
20240108,2024-01-08,1,3,289,22564.65,13087.5,78.0,0.074,20240101
20240108,2024-01-08,1,4,191,14933.95,8661.69,78.0,0.0922,20240101
20240108,2024-01-08,2,1,238,9999.93,4999.96,42.0,0.1114,20240101
20240108,2024-01-08,2,2,297,12491.76,6245.88,42.0,0.1047,20240101
20240108,2024-01-08,2,3,323,13569.72,6784.86,42.0,0.1093,20240101
20240108,2024-01-08,2,4,235,9857.79,4928.9,42.0,0.1206,20240101
20240108,2024-01-08,3,1,174,13552.93,7860.7,78.0,0.0823,20240101
20240108,2024-01-08,3,2,208,16231.56,9414.3,78.0,0.0854,20240101
20240108,2024-01-08,3,3,286,22333.18,12953.24,78.0,0.0822,20240101
20240108,2024-01-08,3,4,191,14909.67,8647.61,78.0,0.0793,20240101
20240108,2024-01-08,4,1,256,10741.4,5370.7,42.0,0.1031,20240101
20240108,2024-01-08,4,2,260,10931.32,5465.66,42.0,0.1397,20240101
20240108,2024-01-08,4,3,316,13281.81,6640.91,42.0,0.1341,20240101
20240108,2024-01-08,4,4,256,10764.71,5382.35,42.0,0.093,20240101
20240108,2024-01-08,5,1,189,14749.15,8554.51,78.0,0.0686,20240101
20240108,2024-01-08,5,2,208,16223.6,9409.69,78.0,0.0865,20240101
20240108,2024-01-08,5,3,267,20833.39,12083.37,78.0,0.0999,20240101
20240108,2024-01-08,5,4,186,14495.92,8407.63,78.0,0.0845,20240101
20240108,2024-01-08,6,1,274,6581.25,2764.13,24.0,0.1759,20240101
20240108,2024-01-08,6,2,304,7285.77,3060.02,24.0,0.1791,20240101
20240108,2024-01-08,6,3,390,9351.7,3927.71,24.0,0.1898,20240101
20240108,2024-01-08,6,4,270,6483.29,2722.98,24.0,0.2079,20240101
20240108,2024-01-08,7,1,179,13966.17,8100.38,78.0,0.1012,20240101
20240108,2024-01-08,7,2,234,18287.78,10606.91,78.0,0.0777,20240101
20240108,2024-01-08,7,3,289,22568.45,13089.7,78.0,0.0516,20240101
20240108,2024-01-08,7,4,190,14821.93,8596.72,78.0,0.0997,20240101
20240108,2024-01-08,8,1,252,6057.29,2544.06,24.0,0.1636,20240101
20240108,2024-01-08,8,2,295,7075.91,2971.88,24.0,0.1945,20240101
20240108,2024-01-08,8,3,392,9403.07,3949.29,24.0,0.16,20240101
20240108,2024-01-08,8,4,284,6821.22,2864.91,24.0,0.1927,20240101
20240109,2024-01-09,1,1,201,15670.27,9088.76,78.0,0.0695,20240101
20240109,2024-01-09,1,2,254,19802.11,11485.22,78.0,0.0803,20240101
20240109,2024-01-09,1,3,263,20510.1,11895.86,78.0,0.0675,20240101
20240109,2024-01-09,1,4,190,14830.47,8601.67,78.0,0.0612,20240101
20240109,2024-01-09,2,1,232,9738.36,4869.18,42.0,0.1314,20240101
20240109,2024-01-09,2,2,266,11161.14,5580.57,42.0,0.1194,20240101
20240109,2024-01-09,2,3,346,14536.79,7268.4,42.0,0.1289,20240101
20240109,2024-01-09,2,4,243,10200.95,5100.47,42.0,0.1347,20240101
20240109,2024-01-09,3,1,187,14568.78,8449.89,78.0,0.0763,20240101
20240109,2024-01-09,3,2,212,16560.35,9605.0,78.0,0.0774,20240101
20240109,2024-01-09,3,3,265,20640.57,11971.53,78.0,0.0742,20240101
20240109,2024-01-09,3,4,226,17625.81,10222.97,78.0,0.0965,20240101
20240109,2024-01-09,4,1,237,9970.92,4985.46,42.0,0.1191,20240101
20240109,2024-01-09,4,2,276,11602.32,5801.16,42.0,0.1197,20240101
20240109,2024-01-09,4,3,361,15153.8,7576.9,42.0,0.1325,20240101
20240109,2024-01-09,4,4,258,10825.17,5412.59,42.0,0.1143,20240101
20240109,2024-01-09,5,1,180,14047.39,8147.49,78.0,0.0997,20240101
20240109,2024-01-09,5,2,225,17564.26,10187.27,78.0,0.0897,20240101
20240109,2024-01-09,5,3,283,22054.52,12791.62,78.0,0.0796,20240101
20240109,2024-01-09,5,4,192,14987.24,8692.6,78.0,0.0863,20240101
20240109,2024-01-09,6,1,273,6550.97,2751.41,24.0,0.1835,20240101
20240109,2024-01-09,6,2,295,7085.14,2975.76,24.0,0.1841,20240101
20240109,2024-01-09,6,3,331,7937.97,3333.95,24.0,0.1615,20240101
20240109,2024-01-09,6,4,287,6888.49,2893.17,24.0,0.1793,20240101
20240109,2024-01-09,7,1,195,15182.1,8805.62,78.0,0.0801,20240101
20240109,2024-01-09,7,2,216,16882.35,9791.76,78.0,0.0474,20240101
20240109,2024-01-09,7,3,253,19729.84,11443.31,78.0,0.0684,20240101
20240109,2024-01-09,7,4,189,14755.42,8558.15,78.0,0.0972,20240101
20240109,2024-01-09,8,1,268,6433.35,2702.01,24.0,0.1584,20240101
20240109,2024-01-09,8,2,288,6912.18,2903.11,24.0,0.2184,20240101
20240109,2024-01-09,8,3,375,9000.42,3780.18,24.0,0.1595,20240101
20240109,2024-01-09,8,4,297,7131.85,2995.38,24.0,0.1996,20240101
20240110,2024-01-10,1,1,201,15641.33,9071.97,78.0,0.0565,20240101
20240110,2024-01-10,1,2,214,16684.87,9677.22,78.0,0.0773,20240101
20240110,2024-01-10,1,3,280,21859.89,12678.74,78.0,0.0705,20240101
20240110,2024-01-10,1,4,200,15615.93,9057.24,78.0,0.0802,20240101
20240110,2024-01-10,2,1,209,8780.93,4390.47,42.0,0.1496,20240101
20240110,2024-01-10,2,2,294,12364.9,6182.45,42.0,0.1068,20240101
20240110,2024-01-10,2,3,342,14372.54,7186.27,42.0,0.129,20240101
20240110,2024-01-10,2,4,211,8864.14,4432.07,42.0,0.1067,20240101
20240110,2024-01-10,3,1,194,15152.11,8788.22,78.0,0.0666,20240101
20240110,2024-01-10,3,2,218,16966.31,9840.46,78.0,0.0934,20240101
20240110,2024-01-10,3,3,277,21590.44,12522.46,78.0,0.0736,20240101
20240110,2024-01-10,3,4,184,14335.16,8314.39,78.0,0.0746,20240101
20240110,2024-01-10,4,1,246,10340.26,5170.13,42.0,0.1105,20240101
20240110,2024-01-10,4,2,286,12029.44,6014.72,42.0,0.1118,20240101
20240110,2024-01-10,4,3,314,13198.05,6599.03,42.0,0.1222,20240101
20240110,2024-01-10,4,4,227,9515.98,4757.99,42.0,0.1035,20240101
20240110,2024-01-10,5,1,182,14192.21,8231.48,78.0,0.0438,20240101
20240110,2024-01-10,5,2,220,17129.25,9934.97,78.0,0.071,20240101
20240110,2024-01-10,5,3,240,18712.12,10853.03,78.0,0.1045,20240101
20240110,2024-01-10,5,4,173,13480.88,7818.91,78.0,0.0805,20240101
20240110,2024-01-10,6,1,244,5866.62,2463.98,24.0,0.1872,20240101
20240110,2024-01-10,6,2,306,7351.86,3087.78,24.0,0.1996,20240101
20240110,2024-01-10,6,3,368,8827.27,3707.45,24.0,0.1786,20240101
20240110,2024-01-10,6,4,265,6369.19,2675.06,24.0,0.2099,20240101
20240110,2024-01-10,7,1,197,15384.24,8922.86,78.0,0.0744,20240101
20240110,2024-01-10,7,2,186,14522.63,8423.13,78.0,0.1152,20240101
20240110,2024-01-10,7,3,230,17950.52,10411.3,78.0,0.0819,20240101
20240110,2024-01-10,7,4,194,15153.74,8789.17,78.0,0.0733,20240101
20240110,2024-01-10,8,1,255,6128.48,2573.96,24.0,0.1936,20240101
20240110,2024-01-10,8,2,287,6899.68,2897.87,24.0,0.19,20240101
20240110,2024-01-10,8,3,396,9501.66,3990.7,24.0,0.1648,20240101
20240110,2024-01-10,8,4,268,6436.54,2703.35,24.0,0.1928,20240101
20240111,2024-01-11,1,1,183,14235.94,8256.84,78.0,0.0626,20240101
20240111,2024-01-11,1,2,222,17292.04,10029.39,78.0,0.0667,20240101
20240111,2024-01-11,1,3,301,23491.07,13624.82,78.0,0.0763,20240101
20240111,2024-01-11,1,4,209,16299.68,9453.82,78.0,0.0657,20240101
20240111,2024-01-11,2,1,247,10359.26,5179.63,42.0,0.0867,20240101
20240111,2024-01-11,2,2,283,11882.29,5941.15,42.0,0.1109,20240101
20240111,2024-01-11,2,3,358,15031.81,7515.91,42.0,0.1373,20240101
20240111,2024-01-11,2,4,237,9959.53,4979.77,42.0,0.1342,20240101
20240111,2024-01-11,3,1,213,16594.87,9625.02,78.0,0.1138,20240101
20240111,2024-01-11,3,2,193,15073.03,8742.36,78.0,0.0645,20240101
20240111,2024-01-11,3,3,238,18577.25,10774.81,78.0,0.0834,20240101
20240111,2024-01-11,3,4,191,14860.05,8618.83,78.0,0.0978,20240101
20240111,2024-01-11,4,1,252,10594.28,5297.14,42.0,0.1207,20240101
20240111,2024-01-11,4,2,263,11050.85,5525.43,42.0,0.127,20240101
20240111,2024-01-11,4,3,342,14357.47,7178.74,42.0,0.1426,20240101
20240111,2024-01-11,4,4,248,10420.24,5210.12,42.0,0.1339,20240101
20240111,2024-01-11,5,1,174,13591.96,7883.33,78.0,0.0911,20240101
20240111,2024-01-11,5,2,220,17127.98,9934.23,78.0,0.062,20240101
20240111,2024-01-11,5,3,284,22151.71,12847.99,78.0,0.0824,20240101
20240111,2024-01-11,5,4,188,14689.67,8520.01,78.0,0.1062,20240101
20240111,2024-01-11,6,1,275,6588.57,2767.2,24.0,0.154,20240101
20240111,2024-01-11,6,2,303,7260.69,3049.49,24.0,0.2231,20240101
20240111,2024-01-11,6,3,392,9419.46,3956.17,24.0,0.1788,20240101
20240111,2024-01-11,6,4,269,6465.46,2715.49,24.0,0.1869,20240101
20240111,2024-01-11,7,1,196,15296.79,8872.14,78.0,0.0843,20240101
20240111,2024-01-11,7,2,207,16107.87,9342.57,78.0,0.1115,20240101
20240111,2024-01-11,7,3,242,18861.67,10939.77,78.0,0.0941,20240101
20240111,2024-01-11,7,4,186,14487.13,8402.54,78.0,0.0612,20240101
